"",date,day_of_week,day_name,is_weekend,month,year,day_of_year,week_of_year,academic_period,period_type,seasonal_multiplier,period_description,total_enrollment,active_enrollment,residential_students,commuter_students,total_meal_plan_holders,enrollment_seasonal_factor,weather,weather_impact,campus_event,event_impact,event_scheduled,total_transactions,guest_transactions,base_transaction_rate,meal_swipes,dining_dollars_transactions,bronco_bucks_transactions,credit_debit_transactions,breakfast_transactions,lunch_transactions,dinner_transactions,late_night_transactions,estimated_daily_revenue,avg_transaction_value,labor_cost_actual,transactions_per_meal_plan_holder,facility_capacity_utilization,peak_meal_period_volume,actual_foh_general,actual_foh_cashier,actual_kitchen_prep,actual_kitchen_line,actual_dish_room,actual_management,total_actual_hours,revenue_per_labor_hour,transactions_per_labor_hour,labor_cost_percentage
304,2024-10-31,3,Thursday,False,10,2024,305,44,fall_semester,regular,1.0,Regular fall semester,31723,31723,5392,26331,7445,1.0,sunny,1.000,regular_day,1.00,False,1645,78,0.2044,1608,23,8,6,296,855,444,50,21796.25,13.25,2934.38,0.221,0.967647,855,33.7,15.0,31.4,46.1,22.4,7.9,156.5,139.27,10.51,13.5
305,2024-11-01,4,Friday,False,11,2024,306,44,fall_semester,regular,1.0,Regular fall semester,31725,31725,5393,26332,7446,1.0,cloudy,1.023,regular_day,1.00,False,1454,69,0.2044,1422,20,7,5,261,756,392,45,19265.50,13.25,2193.75,0.195,0.855294,756,23.8,11.0,24.6,35.5,15.8,6.3,117.0,164.66,12.43,11.4
306,2024-11-02,5,Saturday,True,11,2024,307,44,fall_semester,regular,1.0,Regular fall semester,31727,31727,5393,26334,7447,1.0,sunny,1.000,regular_day,1.00,False,1134,54,0.2044,1109,15,5,5,204,589,306,35,15025.50,13.25,1374.38,0.152,0.667059,589,14.9,6.9,15.4,22.2,9.9,4.0,73.3,204.99,15.47,9.1
307,2024-11-03,6,Sunday,True,11,2024,308,44,fall_semester,regular,1.0,Regular fall semester,31730,31730,5394,26336,7448,1.0,sunny,1.000,regular_day,1.00,False,1310,62,0.2044,1281,18,6,5,235,681,353,41,17357.50,13.25,1526.25,0.176,0.770588,681,16.5,7.7,17.1,24.7,11.0,4.4,81.4,213.24,16.09,8.8
308,2024-11-04,0,Monday,False,11,2024,309,45,fall_semester,regular,1.0,Regular fall semester,31732,31732,5394,26338,7448,1.0,sunny,1.000,regular_day,1.00,False,1470,70,0.2044,1437,20,7,6,264,764,396,46,19477.50,13.25,2214.38,0.197,0.864706,764,24.0,11.1,24.8,35.8,16.0,6.4,118.1,164.92,12.45,11.4
309,2024-11-05,1,Tuesday,False,11,2024,310,45,fall_semester,regular,1.0,Regular fall semester,31735,31735,5394,26341,7448,1.0,cloudy,1.023,regular_day,1.00,False,1717,81,0.2044,1679,24,8,6,309,892,463,53,22750.25,13.25,3028.12,0.231,1.000000,892,34.8,15.4,32.4,47.6,23.2,8.1,161.5,140.87,10.63,13.3
310,2024-11-06,2,Wednesday,False,11,2024,311,45,fall_semester,regular,1.0,Regular fall semester,31737,31737,5395,26342,7449,1.0,sunny,1.000,regular_day,1.0,False,1726,82,0.2044,1688,24,8,6,310,897,466,53,22869.50,13.25,3037.50,0.232,1.000000,897,34.9,15.5,32.5,47.8,23.2,8.1,162.0,141.17,10.65,13.3
311,2024-11-07,3,Thursday,False,11,2024,312,45,fall_semester,regular,1.0,Regular fall semester,31739,31739,5395,26344,7449,1.0,cloudy,1.023,regular_day,1.0,False,1684,80,0.2044,1646,23,8,7,303,875,454,52,22313.00,13.25,2985.00,0.226,0.990588,875,34.3,15.2,32.0,46.9,22.8,8.0,159.2,140.16,10.58,13.4
312,2024-11-08,4,Friday,False,11,2024,313,45,fall_semester,regular,1.0,Regular fall semester,31742,31742,5396,26346,7450,1.0,sunny,1.000,regular_day,1.0,False,1423,67,0.2044,1391,19,7,6,256,739,384,44,18854.75,13.25,2158.12,0.191,0.837059,739,23.4,10.8,24.2,34.9,15.6,6.2,115.1,163.81,12.36,11.4
313,2024-11-09,5,Saturday,True,11,2024,314,45,fall_semester,regular,1.0,Regular fall semester,31744,31744,5396,26348,7451,1.0,sunny,1.000,regular_day,1.0,False,1135,54,0.2044,1110,15,5,5,204,590,306,35,15038.75,13.25,1374.38,0.152,0.667647,590,14.9,6.9,15.4,22.2,9.9,4.0,73.3,205.17,15.48,9.1
314,2024-11-10,6,Sunday,True,11,2024,315,45,fall_semester,regular,1.0,Regular fall semester,31747,31747,5396,26351,7451,1.0,sunny,1.000,regular_day,1.0,False,1311,62,0.2044,1282,18,6,5,235,681,353,42,17370.75,13.25,1526.25,0.176,0.771176,681,16.5,7.7,17.1,24.7,11.0,4.4,81.4,213.40,16.11,8.8
315,2024-11-11,0,Monday,False,11,2024,316,46,fall_semester,regular,1.0,Regular fall semester,31749,31749,5397,26352,7452,1.0,sunny,1.000,regular_day,1.0,False,1471,70,0.2044,1438,20,7,6,264,764,397,46,19490.75,13.25,2214.38,0.197,0.865294,764,24.0,11.1,24.8,35.8,16.0,6.4,118.1,165.04,12.46,11.4
316,2024-11-12,1,Tuesday,False,11,2024,317,46,fall_semester,regular,1.0,Regular fall semester,31751,31751,5397,26354,7452,1.0,sunny,1.000,regular_day,1.0,False,1679,79,0.2044,1642,23,8,6,302,873,453,51,22246.75,13.25,2979.38,0.225,0.987647,873,34.2,15.2,31.9,46.8,22.8,8.0,158.9,140.00,10.57,13.4
317,2024-11-13,2,Wednesday,False,11,2024,318,46,fall_semester,regular,1.0,Regular fall semester,31754,31754,5398,26356,7453,1.0,sunny,1.000,regular_day,1.0,False,1727,82,0.2044,1689,24,8,6,310,898,466,53,22882.75,13.25,3043.12,0.232,1.000000,898,34.9,15.5,32.6,47.8,23.3,8.2,162.3,140.99,10.64,13.3
318,2024-11-14,3,Thursday,False,11,2024,319,46,fall_semester,regular,1.0,Regular fall semester,31756,31756,5398,26358,7453,1.0,cloudy,1.023,regular_day,1.0,False,1685,80,0.2044,1647,23,8,7,303,876,454,52,22326.25,13.25,2985.00,0.226,0.991176,876,34.3,15.2,32.0,46.9,22.8,8.0,159.2,140.24,10.58,13.4
319,2024-11-15,4,Friday,False,11,2024,320,46,fall_semester,regular,1.0,Regular fall semester,31759,31759,5399,26360,7455,1.0,sunny,1.000,regular_day,1.0,False,1423,67,0.2044,1391,19,7,6,256,739,384,44,18854.75,13.25,2158.12,0.191,0.837059,739,23.4,10.8,24.2,34.9,15.6,6.2,115.1,163.81,12.36,11.4
320,2024-11-16,5,Saturday,True,11,2024,321,46,fall_semester,regular,1.00,Regular fall semester,31761,31761,5399,26362,7455,1.0,sunny,1.000,regular_day,1.0,False,1135,54,0.2044,1110,15,5,5,204,590,306,35,15038.75,13.25,1374.38,0.152,0.667647,590,14.9,6.9,15.4,22.2,9.9,4.0,73.3,205.17,15.48,9.1
321,2024-11-17,6,Sunday,True,11,2024,322,46,fall_semester,regular,1.00,Regular fall semester,31763,31763,5399,26364,7455,1.0,sunny,1.000,regular_day,1.0,False,1311,62,0.2044,1282,18,6,5,235,681,353,42,17370.75,13.25,1526.25,0.176,0.771176,681,16.5,7.7,17.1,24.7,11.0,4.4,81.4,213.40,16.11,8.8
322,2024-11-18,0,Monday,False,11,2024,323,47,fall_semester,regular,1.00,Regular fall semester,31766,31766,5400,26366,7456,1.0,cloudy,1.023,regular_day,1.0,False,1506,71,0.2044,1472,21,7,6,271,783,406,46,19954.50,13.25,2251.88,0.202,0.885882,783,24.4,11.3,25.3,36.4,16.2,6.5,120.1,166.15,12.54,11.3
323,2024-11-19,1,Tuesday,False,11,2024,324,47,fall_semester,regular,1.00,Regular fall semester,31768,31768,5400,26368,7456,1.0,sunny,1.000,regular_day,1.0,False,1680,80,0.2044,1643,23,8,6,302,873,453,52,22260.00,13.25,2979.38,0.225,0.988235,873,34.2,15.2,31.9,46.8,22.8,8.0,158.9,140.09,10.57,13.4
324,2024-11-20,2,Wednesday,False,11,2024,325,47,fall_semester,regular,1.00,Regular fall semester,31771,31771,5401,26370,7457,1.0,sunny,1.000,regular_day,1.0,False,1728,82,0.2044,1689,24,8,7,311,898,466,53,22896.00,13.25,3043.12,0.232,1.000000,898,34.9,15.5,32.6,47.8,23.3,8.2,162.3,141.07,10.65,13.3
325,2024-11-21,3,Thursday,False,11,2024,326,47,fall_semester,regular,1.00,Regular fall semester,31773,31773,5401,26372,7458,1.0,sunny,1.000,regular_day,1.0,False,1648,78,0.2044,1611,23,8,6,296,856,444,52,21836.00,13.25,2941.88,0.221,0.969412,856,33.8,15.0,31.5,46.2,22.5,7.9,156.9,139.17,10.50,13.5
326,2024-11-22,4,Friday,False,11,2024,327,47,fall_semester,regular,1.00,Regular fall semester,31775,31775,5401,26374,7458,1.0,rainy,1.147,regular_day,1.0,False,1633,77,0.2044,1597,22,8,6,293,849,440,51,21637.25,13.25,3035.62,0.219,0.960588,849,34.9,15.5,32.5,47.7,23.2,8.1,161.9,133.65,10.09,14.0
327,2024-11-23,5,Saturday,True,11,2024,328,47,thanksgiving_week,special,0.45,Many students travel home,31778,31778,5402,26376,7459,1.0,sunny,1.000,regular_day,1.0,False,511,24,0.2044,499,7,2,3,91,265,137,18,6770.75,13.25,766.88,0.069,0.300588,265,8.3,3.9,8.6,12.4,5.5,2.2,40.9,165.54,12.49,11.3
328,2024-11-24,6,Sunday,True,11,2024,329,47,thanksgiving_week,special,0.45,Many students travel home,31780,31780,5402,26378,7459,1.0,sunny,1.000,regular_day,1.0,False,590,28,0.2044,577,8,2,3,106,306,159,19,7817.50,13.25,853.13,0.079,0.347059,306,9.2,4.3,9.6,13.8,6.1,2.5,45.5,171.81,12.97,10.9
329,2024-11-25,0,Monday,False,11,2024,330,48,thanksgiving_week,special,0.45,Many students travel home,31783,31783,5403,26380,7460,1.0,sunny,1.000,regular_day,1.0,False,662,31,0.2044,647,9,3,3,119,344,178,21,8771.50,13.25,1237.50,0.089,0.389412,344,13.4,6.2,13.9,20.0,8.9,3.6,66.0,132.90,10.03,14.1
330,2024-11-26,1,Tuesday,False,11,2024,331,48,thanksgiving_week,special,0.45,Many students travel home,31785,31785,5403,26382,7460,1.0,sunny,1.000,regular_day,1.00,False,756,36,0.2044,739,10,3,4,136,393,204,23,10017.00,13.25,1359.38,0.101,0.444706,393,14.7,6.8,15.3,22.0,9.8,3.9,72.5,138.17,10.43,13.6
331,2024-11-27,2,Wednesday,False,11,2024,332,48,thanksgiving_week,special,0.45,Many students travel home,31787,31787,5403,26384,7460,1.0,cloudy,1.023,regular_day,1.00,False,796,37,0.2044,778,11,3,4,143,413,214,26,10547.00,13.25,1415.62,0.107,0.468235,413,15.3,7.1,15.9,22.9,10.2,4.1,75.5,139.70,10.54,13.4
332,2024-11-28,3,Thursday,False,11,2024,333,48,thanksgiving_week,special,0.45,Many students travel home,31790,31790,5404,26386,7462,1.0,sunny,1.000,regular_day,1.00,False,742,35,0.2044,725,10,3,4,133,385,200,24,9831.50,13.25,1342.50,0.099,0.436471,385,14.5,6.7,15.1,21.7,9.7,3.9,71.6,137.31,10.36,13.7
333,2024-11-29,4,Friday,False,11,2024,334,48,thanksgiving_week,special,0.45,Many students travel home,31792,31792,5404,26388,7462,1.0,rainy,1.147,regular_day,1.00,False,735,35,0.2044,718,10,3,4,132,382,198,23,9738.75,13.25,1387.50,0.098,0.432353,382,15.0,7.0,15.6,22.4,10.0,4.0,74.0,131.60,9.93,14.2
334,2024-11-30,5,Saturday,True,11,2024,335,48,fall_semester,regular,1.00,Regular fall semester,31795,31795,5405,26390,7463,1.0,sunny,1.000,conference_hosting,1.16,False,1319,62,0.2044,1289,18,6,6,237,685,356,41,17476.75,13.25,1533.75,0.177,0.775882,685,16.6,7.7,17.2,24.8,11.1,4.4,81.8,213.65,16.12,8.8
335,2024-12-01,6,Sunday,True,12,2024,336,48,fall_semester,regular,1.00,Regular fall semester,31797,31797,5405,26392,7463,1.0,rainy,1.147,regular_day,1.00,False,1506,71,0.2044,1472,21,7,6,271,783,406,46,19954.50,13.25,1756.88,0.202,0.885882,783,19.0,8.8,19.7,28.4,12.7,5.1,93.7,212.96,16.07,8.8
336,2024-12-02,0,Monday,False,12,2024,337,49,fall_semester,regular,1.00,Regular fall semester,31800,31800,5406,26394,7464,1.0,sunny,1.000,regular_day,1.00,False,1473,70,0.2044,1440,20,7,6,265,765,397,46,19517.25,13.25,2216.25,0.197,0.866471,765,24.0,11.1,24.9,35.8,16.0,6.4,118.2,165.12,12.46,11.4
337,2024-12-03,1,Tuesday,False,12,2024,338,49,fall_semester,regular,1.00,Regular fall semester,31802,31802,5406,26396,7464,1.0,cloudy,1.023,parent_weekend,1.38,False,2374,113,0.2044,2321,33,11,9,427,1234,640,73,31455.50,13.25,4104.38,0.318,1.000000,1234,47.1,20.9,44.0,64.5,31.4,11.0,218.9,143.70,10.85,13.0
338,2024-12-04,2,Wednesday,False,12,2024,339,49,fall_semester,regular,1.00,Regular fall semester,31804,31804,5406,26398,7465,1.0,sunny,1.000,regular_day,1.00,False,1730,82,0.2044,1691,24,8,7,311,899,467,53,22922.50,13.25,3046.88,0.232,1.000000,899,35.0,15.5,32.6,47.9,23.3,8.2,162.5,141.06,10.65,13.3
339,2024-12-05,3,Thursday,False,12,2024,340,49,fall_semester,regular,1.00,Regular fall semester,31807,31807,5407,26400,7466,1.0,sunny,1.000,regular_day,1.00,False,1650,78,0.2044,1613,23,8,6,297,858,445,50,21862.50,13.25,2941.88,0.221,0.970588,858,33.8,15.0,31.5,46.2,22.5,7.9,156.9,139.34,10.52,13.5
340,2024-12-06,4,Friday,False,12,2024,341,49,fall_semester,regular,1.00,Regular fall semester,31809,31809,5407,26402,7466,1.0,sunny,1.000,regular_day,1.00,False,1426,67,0.2044,1394,19,7,6,256,741,385,44,18894.50,13.25,2163.75,0.191,0.838824,741,23.4,10.9,24.3,35.0,15.6,6.2,115.4,163.73,12.36,11.5
341,2024-12-07,5,Saturday,True,12,2024,342,49,fall_semester,regular,1.00,Regular fall semester,31812,31812,5408,26404,7467,1.0,sunny,1.000,regular_day,1.00,False,1137,54,0.2044,1111,15,5,6,204,591,306,36,15065.25,13.25,1374.38,0.152,0.668824,591,14.9,6.9,15.4,22.2,9.9,4.0,73.3,205.53,15.51,9.1
342,2024-12-08,6,Sunday,True,12,2024,343,49,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31814,31814,5408,26406,7467,1.0,sunny,1.000,regular_day,1.00,False,1524,72,0.2044,1490,21,7,6,274,792,411,47,20193.00,13.25,1704.38,0.204,0.896471,792,18.5,8.6,19.1,27.5,12.3,4.9,90.9,222.15,16.77,8.4
343,2024-12-09,0,Monday,False,12,2024,344,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31816,31816,5408,26408,7467,1.0,cloudy,1.023,regular_day,1.00,False,1749,83,0.2044,1710,24,8,7,314,909,472,54,23174.25,13.25,3071.25,0.234,1.000000,909,35.3,15.7,32.9,48.2,23.5,8.2,163.8,141.48,10.68,13.3
344,2024-12-10,1,Tuesday,False,12,2024,345,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31819,31819,5409,26410,7468,1.0,cloudy,1.023,regular_day,1.00,False,1997,95,0.2044,1953,27,9,8,359,1038,539,61,26460.25,13.25,3380.62,0.267,1.000000,1038,38.8,17.2,36.2,53.1,25.9,9.1,180.3,146.76,11.08,12.8
345,2024-12-11,2,Wednesday,False,12,2024,346,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31821,31821,5409,26412,7469,1.0,sunny,1.000,regular_day,1.00,False,2008,95,0.2044,1963,28,10,7,361,1044,542,61,26606.00,13.25,3395.62,0.269,1.000000,1044,39.0,17.3,36.3,53.4,26.0,9.1,181.1,146.91,11.09,12.8
346,2024-12-12,3,Thursday,False,12,2024,347,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31824,31824,5410,26414,7470,1.0,sunny,1.000,regular_day,1.00,False,1915,91,0.2044,1872,26,9,8,344,995,517,59,25373.75,13.25,3279.38,0.256,1.000000,995,37.7,16.7,35.1,51.5,25.1,8.8,174.9,145.08,10.95,12.9
347,2024-12-13,4,Friday,False,12,2024,348,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31826,31826,5410,26416,7470,1.0,sunny,1.000,regular_day,1.00,False,1655,78,0.2044,1618,23,8,6,297,860,446,52,21928.75,13.25,2947.50,0.222,0.973529,860,33.9,15.0,31.6,46.3,22.5,7.9,157.2,139.50,10.53,13.4
348,2024-12-14,5,Saturday,True,12,2024,349,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31828,31828,5410,26418,7470,1.0,rainy,1.147,graduation,1.43,True,2165,103,0.2044,2117,30,10,8,389,1125,584,67,28686.25,13.25,2994.38,0.290,1.000000,1125,34.4,15.3,32.1,47.0,22.9,8.0,159.7,179.63,13.56,10.4
349,2024-12-15,6,Sunday,True,12,2024,350,50,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31831,31831,5411,26420,7471,1.0,cloudy,1.023,graduation,1.43,True,2231,106,0.2044,2181,31,11,8,401,1160,602,68,29560.75,13.25,2941.88,0.299,1.000000,1160,33.8,15.0,31.5,46.2,22.5,7.9,156.9,188.41,14.22,10.0
350,2024-12-16,0,Monday,False,12,2024,351,51,winter_intersession,special,0.09,Minimal campus population,31833,2546,432,2114,596,0.08,cloudy,1.023,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
351,2024-12-17,1,Tuesday,False,12,2024,352,51,winter_intersession,special,0.09,Minimal campus population,31836,2546,432,2114,596,0.08,sunny,1.000,graduation,1.43,True,17,0,0.2044,16,0,0,1,3,8,4,2,225.25,13.25,459.38,0.029,0.010000,8,4.0,2.0,6.0,8.0,3.0,1.5,24.5,9.19,0.69,203.9
352,2024-12-18,2,Wednesday,False,12,2024,353,51,winter_intersession,special,0.09,Minimal campus population,31838,2547,432,2115,596,0.08,sunny,1.000,club_fair,1.34,False,16,0,0.2044,15,0,0,1,2,8,4,2,212.00,13.25,459.38,0.027,0.009412,8,4.0,2.0,6.0,8.0,3.0,1.5,24.5,8.65,0.65,216.7
353,2024-12-19,3,Thursday,False,12,2024,354,51,winter_intersession,special,0.09,Minimal campus population,31840,2547,432,2115,596,0.08,rainy,1.147,regular_day,1.00,False,13,0,0.2044,12,0,0,1,2,6,3,2,172.25,13.25,459.38,0.022,0.007647,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,7.03,0.53,266.7
354,2024-12-20,4,Friday,False,12,2024,355,51,winter_intersession,special,0.09,Minimal campus population,31843,2547,432,2115,596,0.08,cloudy,1.023,prospective_student_day,1.19,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
355,2024-12-21,5,Saturday,True,12,2024,356,51,winter_intersession,special,0.09,Minimal campus population,31845,2547,432,2115,596,0.08,sunny,1.000,regular_day,1.00,False,8,0,0.2044,7,0,0,1,1,4,2,1,106.00,13.25,459.38,0.013,0.004706,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.33,0.33,433.4
356,2024-12-22,6,Sunday,True,12,2024,357,51,winter_intersession,special,0.09,Minimal campus population,31848,2547,432,2115,596,0.08,cloudy,1.023,regular_day,1.00,False,9,0,0.2044,8,0,0,1,1,4,2,2,119.25,13.25,459.38,0.015,0.005294,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.87,0.37,385.2
357,2024-12-23,0,Monday,False,12,2024,358,52,winter_intersession,special,0.09,Minimal campus population,31850,2548,433,2115,597,0.08,cloudy,1.023,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
358,2024-12-24,1,Tuesday,False,12,2024,359,52,winter_intersession,special,0.09,Minimal campus population,31852,2548,433,2115,597,0.08,cloudy,1.023,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
359,2024-12-25,2,Wednesday,False,12,2024,360,52,winter_intersession,special,0.09,Minimal campus population,31855,2548,433,2115,597,0.08,sunny,1.000,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
360,2024-12-26,3,Thursday,False,12,2024,361,52,winter_intersession,special,0.09,Minimal campus population,31857,2548,433,2115,597,0.08,cloudy,1.023,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
361,2024-12-27,4,Friday,False,12,2024,362,52,winter_intersession,special,0.09,Minimal campus population,31860,2548,433,2115,597,0.08,sunny,1.000,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
362,2024-12-28,5,Saturday,True,12,2024,363,52,winter_intersession,special,0.09,Minimal campus population,31862,2548,433,2115,597,0.08,rainy,1.147,regular_day,1.00,False,9,0,0.2044,8,0,0,1,1,4,2,2,119.25,13.25,459.38,0.015,0.005294,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.87,0.37,385.2
363,2024-12-29,6,Sunday,True,12,2024,364,52,winter_intersession,special,0.09,Minimal campus population,31864,2549,433,2116,598,0.08,cloudy,1.023,regular_day,1.00,False,9,0,0.2044,8,0,0,1,1,4,2,2,119.25,13.25,459.38,0.015,0.005294,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.87,0.37,385.2
364,2024-12-30,0,Monday,False,12,2024,365,1,winter_intersession,special,0.09,Minimal campus population,31867,2549,433,2116,598,0.08,sunny,1.000,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
365,2024-12-31,1,Tuesday,False,12,2024,366,1,winter_intersession,special,0.09,Minimal campus population,31869,2549,433,2116,598,0.08,sunny,1.000,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
366,2025-01-01,2,Wednesday,False,1,2025,1,1,winter_intersession,special,0.09,Minimal campus population,31870,2549,433,2116,598,0.08,sunny,1.000,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
367,2025-01-02,3,Thursday,False,1,2025,2,1,winter_intersession,special,0.09,Minimal campus population,31872,2549,433,2116,598,0.08,rainy,1.147,regular_day,1.00,False,13,0,0.2044,12,0,0,1,2,6,3,2,172.25,13.25,459.38,0.022,0.007647,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,7.03,0.53,266.7
368,2025-01-03,4,Friday,False,1,2025,3,1,winter_intersession,special,0.09,Minimal campus population,31875,2550,433,2117,598,0.08,sunny,1.000,sports_events,1.12,False,11,0,0.2044,10,0,0,1,1,5,2,3,145.75,13.25,459.38,0.018,0.006471,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.95,0.45,315.2
369,2025-01-04,5,Saturday,True,1,2025,4,1,winter_intersession,special,0.09,Minimal campus population,31877,2550,433,2117,598,0.08,cloudy,1.023,regular_day,1.00,False,8,0,0.2044,7,0,0,1,1,4,2,1,106.00,13.25,459.38,0.013,0.004706,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.33,0.33,433.4
370,2025-01-05,6,Sunday,True,1,2025,5,1,winter_intersession,special,0.09,Minimal campus population,31880,2550,433,2117,598,0.08,rainy,1.147,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
371,2025-01-06,0,Monday,False,1,2025,6,2,winter_intersession,special,0.09,Minimal campus population,31882,2550,433,2117,598,0.08,sunny,1.000,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
372,2025-01-07,1,Tuesday,False,1,2025,7,2,winter_intersession,special,0.09,Minimal campus population,31884,2550,433,2117,598,0.08,cloudy,1.023,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
373,2025-01-08,2,Wednesday,False,1,2025,8,2,winter_intersession,special,0.09,Minimal campus population,31887,2550,433,2117,598,0.08,sunny,1.000,sports_events,1.12,False,13,0,0.2044,12,0,0,1,2,6,3,2,172.25,13.25,459.38,0.022,0.007647,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,7.03,0.53,266.7
374,2025-01-09,3,Thursday,False,1,2025,9,2,winter_intersession,special,0.09,Minimal campus population,31889,2551,433,2118,598,0.08,cloudy,1.023,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
375,2025-01-10,4,Friday,False,1,2025,10,2,winter_intersession,special,0.09,Minimal campus population,31892,2551,433,2118,598,0.08,sunny,1.000,regular_day,1.00,False,10,0,0.2044,9,0,0,1,1,5,2,2,132.50,13.25,459.38,0.017,0.005882,5,4.0,2.0,6.0,8.0,3.0,1.5,24.5,5.41,0.41,346.7
376,2025-01-11,5,Saturday,True,1,2025,11,2,winter_intersession,special,0.09,Minimal campus population,31894,2551,433,2118,598,0.08,cloudy,1.023,regular_day,1.00,False,8,0,0.2044,7,0,0,1,1,4,2,1,106.00,13.25,459.38,0.013,0.004706,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.33,0.33,433.4
377,2025-01-12,6,Sunday,True,1,2025,12,2,winter_intersession,special,0.09,Minimal campus population,31896,2551,433,2118,598,0.08,sunny,1.000,regular_day,1.00,False,9,0,0.2044,8,0,0,1,1,4,2,2,119.25,13.25,459.38,0.015,0.005294,4,4.0,2.0,6.0,8.0,3.0,1.5,24.5,4.87,0.37,385.2
378,2025-01-13,0,Monday,False,1,2025,13,3,winter_intersession,special,0.09,Minimal campus population,31899,2551,433,2118,598,0.08,rainy,1.147,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
379,2025-01-14,1,Tuesday,False,1,2025,14,3,winter_intersession,special,0.09,Minimal campus population,31901,2552,433,2119,598,0.08,cloudy,1.023,regular_day,1.00,False,12,0,0.2044,11,0,0,1,2,6,3,1,159.00,13.25,459.38,0.020,0.007059,6,4.0,2.0,6.0,8.0,3.0,1.5,24.5,6.49,0.49,288.9
